Event ID,Event,Date,Score,Result,Sport,Location,Opposing Team
73518,Utah,8-Nov-2001,2 - 0,Win,W Soccer,UNLV,Utah
73519,UNLV,10-Nov-2001,2 - 1,Win,W Soccer,UNLV,UNLV
73520,Kansas,15-Nov-2001,1 - 0,Win,W Soccer,Kansas,Kansas
73521,Nebraska,18-Nov-2001,0 - 3,Loss,W Soccer,Nebraska,Nebraska
73525,Men\'s Alumni,20-Oct-2001,0 - 0,Unknown,M Swimming & Diving,BYU,BYU
73526,Blue/White,26-Oct-2001,0 - 0,Unknown,M Swimming & Diving,BYU,BYU
73527,Utah,3-Nov-2001,0 - 0,Unknown,M Swimming & Diving,Utah,Utah
73528,UNLV,10-Nov-2001,0 - 0,Unknown,M Swimming & Diving,BYU,UNLV
73529,USC Invite,7-Nov-2001,0 - 0,Unknown,M Swimming & Diving,USC,USC
73530,Pacific,17-Nov-2001,0 - 0,Unknown,M Swimming & Diving,BYU,
73531,Speedo Cup,29-Nov-2001,0 - 0,Unknown,M Swimming & Diving,,Opp
73532,BYU Diving Invite,30-Nov-2001,,Unknown,M Swimming & Diving,BYU,
73533,Arizona Diving Invite,11-Jan-2002,0 - 0,Unknown,M Swimming & Diving,Arizona,Arizona
73534,Christmas Training,27-Dec-2001,0 - 0,Unknown,M Swimming & Diving,,Opp
73535,Washington,11-Jan-2002,0 - 0,Unknown,M Swimming & Diving,Washington,Washington
73536,Air Force,24-Jan-2002,0 - 0,Unknown,M Swimming & Diving,Air Force,Air Force
73537,Wyoming,26-Jan-2002,0 - 0,Unknown,M Swimming & Diving,Wyoming,Wyoming
73538,Utah,8-Feb-2002,0 - 0,Unknown,M Swimming & Diving,BYU,Utah
73539,MWC Championships,27-Feb-2002,0 - 0,Unknown,M Swimming & Diving,,Opp
73540,Zone E Diving,15-Mar-2002,0 - 0,Unknown,M Swimming & Diving,,Opp
73541,USA Nationals,19-Mar-2002,0 - 0,Unknown,M Swimming & Diving,,Opp
73542,NCAA Championships,28-Mar-2002,0 - 0,Unknown,M Swimming & Diving,,Opp
73543,Blue/White,26-Oct-2001,0 - 0,Unknown,W Swimming & Diving,BYU,BYU
73544,Utah,3-Nov-2001,0 - 0,Unknown,W Swimming & Diving,Utah,Utah
73545,UNLV,10-Nov-2001,0 - 0,Unknown,W Swimming & Diving,BYU,UNLV
73546,USC Invite,15-Nov-2001,0 - 0,Unknown,W Swimming & Diving,USC,USC
73547,SDSU,17-Nov-2001,0 - 0,Unknown,W Swimming & Diving,BYU,SDSU
73548,Pacific,17-Nov-2001,0 - 0,Unknown,W Swimming & Diving,BYU,
73549,Speedo Cup,29-Nov-2001,0 - 0,Unknown,W Swimming & Diving,,Opp
73550,BYU Diving Invite,30-Nov-2001,,Unknown,W Swimming & Diving,BYU,
73551,Christmas Training,27-Dec-2001,0 - 0,Unknown,W Swimming & Diving,BYU,Opp
73552,Arizona Diving Invite,11-Jan-2002,0 - 0,Unknown,W Swimming & Diving,Arizona,Arizona
73553,Washington,11-Jan-2002,0 - 0,Unknown,W Swimming & Diving,Washington,Washington
73554,Oregon State,12-Jan-2002,0 - 0,Unknown,W Swimming & Diving,Oregon State,Oregon State
73555,Colorado State,19-Jan-2002,0 - 0,Unknown,W Swimming & Diving,BYU,Colorado State
73556,New Mexico,19-Jan-2002,0 - 0,Unknown,W Swimming & Diving,BYU,New Mexico
73557,Air Force,24-Jan-2002,0 - 0,Unknown,W Swimming & Diving,Air Force,Air Force
73558,Wyoming,26-Jan-2002,0 - 0,Unknown,W Swimming & Diving,Wyoming,Wyoming
73559,Utah,9-Feb-2002,0 - 0,Unknown,W Swimming & Diving,BYU,Utah
73560,MWC Championships,27-Feb-2002,0 - 0,Unknown,W Swimming & Diving,,Opp
73561,Zone E Diving,15-Mar-2002,0 - 0,Unknown,W Swimming & Diving,,Opp
73562,USA Nationals,19-Mar-2002,0 - 0,Unknown,W Swimming & Diving,,Opp
73563,NCAA Championships,21-Mar-2002,0 - 0,Unknown,W Swimming & Diving,,Opp
73564,Alumni Invitational,7-Sep-2001,0 - 0,Unknown,M Cross Country,BYU,BYU
73566,Griak Invitational,28-Sep-2001,0 - 0,10th,M Cross Country,Minnesota,Minnesota
73567,Pre-Nationals,12-Oct-2001,,4th,M Cross Country,,
73568,MWC Championships,26-Oct-2001,,1st,M Cross Country,New Mexico,
73569,NCAA Mountain Regional,9-Nov-2001,,3rd,M Cross Country,BYU,
73570,NCAA Championships,19-Nov-2001,,12th,M Cross Country,,
73571,BYU Alumni Invitational,31-Aug-2001,0 - 0,Unknown,W Cross Country,BYU,BYU
73572,Great Race of Great Bay,7-Sep-2001,0 - 0,Unknown,W Cross Country,San Francisco,San Francisco
73573,BYU Autumn Classic,14-Sep-2001,0 - 0,Unknown,W Cross Country,BYU,BYU
73574,Great American Cross Country Festival,22-Sep-2001,0 - 0,2nd,W Cross Country,NC State,NC State
73575,Stanford Invitational,28-Sep-2001,0 - 0,3rd,W Cross Country,Stanford,Stanford
73576,Pre-Nationals,12-Oct-2001,0 - 0,2nd,W Cross Country,,
73577,Mountain West Conference Championships,26-Oct-2001,0 - 0,1st,W Cross Country,,
73578,NCAA Mountain Region Championships,9-Nov-2001,0 - 0,1st,W Cross Country,,
73579,NCAA Championships,19-Nov-2001,0 - 0,1st,W Cross Country,,
73580,Snake River Open,19-Jan-2002,0 - 0,Unknown,M Track & Field,,Opp
73581,Mountain States Invitational,1-Feb-2002,0 - 0,Unknown,M Track & Field,,Opp
73582,Nebraska Invitational,9-Feb-2002,0 - 0,Unknown,M Track & Field,Nebraska,Nebraska
73583,MWC Indoor Championships,22-Feb-2002,0 - 0,Unknown,M Track & Field,,Opp
73584,Last Chance Invitational,1-Mar-2002,0 - 0,Unknown,M Track & Field,,Opp
73585,NCAA Indoor Championships,8-Mar-2002,0 - 0,Unknown,M Track & Field,,Opp
73586,Cal Poly Invitational,15-Mar-2002,0 - 0,Unknown,M Track & Field,Cal Poly,Cal Poly
73587,Baldy Castillo Invitational,22-Mar-2002,0 - 0,Unknown,M Track & Field,,Opp
73588,UTEP Springtime Invitational,29-Mar-2002,0 - 0,Unknown,M Track & Field,UTEP,UTEP
73589,Texas Relays,5-Apr-2002,0 - 0,Unknown,M Track & Field,Texas,Texas
73590,Weber Invitational,12-Apr-2002,0 - 0,Unknown,M Track & Field,Weber State,Weber State
73591,Mount SAC Relays,19-Apr-2002,0 - 0,Unknown,M Track & Field,,Opp
73592,Drake Relays,26-Apr-2002,0 - 0,Unknown,M Track & Field,Drake,Drake
73593,Robison Invitational,1-May-2002,,Unknown,M Track & Field,BYU,
73594,Utah Collegiate Challenge,8-May-2002,0 - 0,Unknown,M Track & Field,Utah,Utah
73595,MWC Outdoor Championships,17-May-2002,0 - 0,Unknown,M Track & Field,,Opp
73596,NCAA Outdoor Championships,29-May-2002,0 - 0,Unknown,M Track & Field,,Opp
73597,Snake River Open,19-Jan-2002,0 - 0,Unknown,W Track & Field,,Opp
73598,Illinois Invitational,26-Jan-2002,0 - 0,Unknown,W Track & Field,Illinois,Illinois
73599,Mountain States Invitational,1-Feb-2002,0 - 0,Unknown,W Track & Field,,Opp
73600,Nebraska Invitational,9-Feb-2002,0 - 0,Unknown,W Track & Field,Nebraska,Nebraska
73601,Air Force Open,16-Feb-2002,0 - 0,Unknown,W Track & Field,Air Force,Air Force
73602,MWC Indoor Championships,22-Feb-2002,0 - 0,Unknown,W Track & Field,,Opp
73603,Last Chance Invitational,1-Mar-2002,0 - 0,Unknown,W Track & Field,,Opp
73604,NCAA Indoor Championships,8-Mar-2002,0 - 0,Unknown,W Track & Field,,Opp
73605,Cal Poly Invitational,15-Mar-2002,0 - 0,Unknown,W Track & Field,Cal Poly,Cal Poly
73606,USC Invitational,22-Mar-2002,0 - 0,Unknown,W Track & Field,USC,USC
73607,UTEP Springtime Invitational,29-Mar-2002,0 - 0,Unknown,W Track & Field,UTEP,UTEP
73608,Texas Relays,5-Apr-2002,0 - 0,Unknown,W Track & Field,Texas,Texas
73609,Weber Invitational,12-Apr-2002,0 - 0,Unknown,W Track & Field,Weber State,Weber State
73610,Mount SAC Relays,19-Apr-2002,0 - 0,Unknown,W Track & Field,,Opp
73611,Drake Relays,26-Apr-2002,0 - 0,Unknown,W Track & Field,Drake,Drake
73612,Robison Invitational,1-May-2002,,Unknown,W Track & Field,BYU,
73613,Utah Collegiate Challenge,8-May-2002,0 - 0,Unknown,W Track & Field,Utah,Utah
73614,Modesto Relays,10-May-2002,0 - 0,Unknown,W Track & Field,,Opp
73615,MWC Outdoor Championships,17-May-2002,0 - 0,Unknown,W Track & Field,,Opp
73616,NCAA Outdoor Championships,29-May-2002,0 - 0,Unknown,W Track & Field,,Opp
73617,Widcat Invitational,12-Jan-2002,0 - 0,Unknown,M Track & Field,Arizona,Arizona
73618,Wildcat Invitational,12-Jan-2002,0 - 0,Unknown,W Track & Field,Arizona,Arizona
73619,Bahamas Invitational,13-Jan-2002,0 - 0,Unknown,W Gymnastics,,Opp
73620,Cougar Invitational,6-Apr-2002,,Unknown,M Track & Field,BYU,
73621,No. 18 Oregon State,15-Feb-2002,1 - 3,Loss,Softball,Neutral,Oregon State
73622,No. 5 California,15-Feb-2002,2 - 5,Loss,Softball,Neutral,Cal
73623,No. 2 UCLA,16-Feb-2002,2 - 10,Loss,Softball,Neutral,UCLA
73624,No. 12 Nebraska,16-Feb-2002,9 - 7,Win,Softball,Neutral,Nebraska
73625,Texas Tech,25-Jan-2002,6 - 8,Loss,Baseball,Texas Tech,Texas Tech
73626,Texas Tech,25-Jan-2002,5 - 6,Loss,Baseball,Texas Tech,Texas Tech
73627,Cat Classic,3-Feb-2002,0 - 0,Unknown,W Gymnastics,Missouri,Missouri
73628,Loyola Marymount,20-Feb-2002,4 - 13,Loss,Softball,Loyola Marymount,Loyola Marymount
73629,Air Force,29-Mar-2002,4 - 2,Win,Baseball,Air Force,Air Force
73630,Air Force Invitational,16-Feb-2002,0 - 0,Unknown,M Track & Field,Air Force,Air Force
73631,Southern Utah,16-Mar-2002,10 - 2,Win,Softball,BYU,Southern Utah
73632,Utah Valley State - Exhibition,30-Apr-2002,,,Softball,BYU,UVU
73633,Southern Utah,8-Apr-2002,4 - 10,Loss,Baseball,Southern Utah,Southern Utah
73634,Southern Utah,9-Apr-2002,9 - 8,Win,Baseball,Southern Utah,Southern Utah
73635,San Diego State,19-Apr-2002,2 - 10,Loss,Baseball,SDSU,SDSU
73636,Oklahoma State,10-Mar-2002,4 - 3,Win,Softball,Neutral,Oklahoma State
73637,Central Michigan,9-Mar-2002,5 - 2,Win,Softball,Neutral,Central Michigan
73638,UNLV,10-May-2002,6 - 2,Win,Softball,BYU,UNLV
73639,San Diego State,11-May-2002,4 - 10,Loss,Softball,BYU,SDSU
73640,UNLV,24-May-2002,13 - 11,Win,Baseball,BYU,UNLV
73641,UNLV,25-May-2002,8 - 7,Win,Baseball,BYU,UNLV
73642,San Diego State,24-May-2002,10 - 11,Loss,Baseball,BYU,SDSU
73643,San Diego State,25-May-2002,6 - 4,Win,Baseball,BYU,SDSU
73644,San Diego State,26-May-2002,5 - 3,Win,Baseball,BYU,SDSU
73645,Maine,1-Jun-2002,12 - 5,Win,Baseball,USC,
73646,Cal State Northridge,2-Jun-2002,7 - 2,Win,Baseball,USC,CSUN
73647,USC,3-Jun-2002,10 - 13,Loss,Baseball,USC,USC
73648,Syracuse,29-Aug-2002,42 - 21,Win,Football,BYU,Syracuse
73649,Hawai\'i,6-Sep-2002,35 - 32,Win,Football,BYU,Hawai'i
73650,Nevada,14-Sep-2002,28 - 31,Loss,Football,Nevada,Nevada
73651,Georgia Tech,21-Sep-2002,19 - 28,Loss,Football,Georgia Tech,Georgia Tech
73652,Utah State,5-Oct-2002,35 - 34,Win,Football,Utah State,Utah State
73653,No. 21 Air Force,13-Oct-2002,9 - 52,Loss,Football,Air Force,Air Force
73654,UNLV,19-Oct-2002,3 - 24,Loss,Football,BYU,UNLV
73655,Colorado State,25-Oct-2002,10 - 37,Loss,Football,Colorado State,Colorado State
73656,San Diego State,2-Nov-2002,34 - 10,Win,Football,BYU,SDSU
73657,Wyoming,9-Nov-2002,35 - 31,Win,Football,BYU,Wyoming
73658,New Mexico,16-Nov-2002,16 - 20,Loss,Football,BYU,New Mexico
73659,Utah,23-Nov-2002,6 - 13,Loss,Football,Utah,Utah
73660,Tulane,25-Aug-2001,70 - 35,Win,Football,BYU,Tulane
73661,Nevada,2-Sep-2001,52 - 7,Win,Football,BYU,Nevada
73662,California,8-Sep-2001,44 - 16,Win,Football,Cal,Cal
73663,UNLV,29-Sep-2001,35 - 31,Win,Football,UNLV,UNLV
73664,Utah State,6-Oct-2001,54 - 34,Win,Football,BYU,Utah State
73665,New Mexico,13-Oct-2001,24 - 20,Win,Football,New Mexico,New Mexico
73666,Air Force,20-Oct-2001,63 - 33,Win,Football,BYU,Air Force
73667,San Diego State,28-Oct-2001,59 - 21,Win,Football,SDSU,SDSU
73668,Colorado State,2-Nov-2001,56 - 34,Win,Football,BYU,Colorado State
73669,Wyoming,10-Nov-2001,41 - 34,Win,Football,Wyoming,Wyoming
73670,Utah,18-Nov-2001,24 - 21,Win,Football,BYU,Utah
73671,Mississippi State,2-Dec-2001,41 - 38,Win,Football,Mississippi State,Mississippi State
73672,Hawai'i,8-Dec-2001,45 - 72,Loss,Football,Hawai'i,Hawai'i
73673,No. 23 Louisville,31-Dec-2001,10 - 28,Loss,Football,Memphis,Louisville
73674,No. 2 Florida State,26-Aug-2000,3 - 29,Loss,Football,Florida State,Florida State
73675,Virginia,2-Sep-2000,38 - 35,Win,Football,Virginia,Virginia
73676,Air Force,9-Sep-2000,23 - 31,Loss,Football,Air Force,Air Force
73677,Mississippi State,15-Sep-2000,28 - 44,Loss,Football,BYU,Mississippi State
73678,UNLV,23-Sep-2000,10 - 7,Win,Football,BYU,UNLV
73679,Syracuse,1-Oct-2000,14 - 42,Loss,Football,Syracuse,Syracuse
73680,Utah State,7-Oct-2000,38 - 14,Win,Football,BYU,Utah State
73681,San Diego State,21-Oct-2000,15 - 16,Loss,Football,BYU,SDSU
73682,Wyoming,27-Oct-2000,19 - 7,Win,Football,BYU,Wyoming
73683,Colorado State,3-Nov-2000,21 - 45,Loss,Football,Colorado State,Colorado State
73684,New Mexico,18-Nov-2000,37 - 13,Win,Football,BYU,New Mexico
73685,Utah,24-Nov-2000,34 - 27,Win,Football,Utah,Utah
73686,Washington,10-Sep-1999,35 - 28,Win,Football,BYU,Washington
73687,No. 23 Colorado State,17-Sep-1999,34 - 13,Win,Football,BYU,Colorado State
73688,Virginia,26-Sep-1999,40 - 45,Loss,Football,BYU,Virginia
73689,Utah State,2-Oct-1999,34 - 31,Win,Football,Utah State,Utah State
73690,California,9-Oct-1999,38 - 28,Win,Football,BYU,Cal
73691,New Mexico,17-Oct-1999,31 - 7,Win,Football,New Mexico,New Mexico
73692,UNLV,24-Oct-1999,29 - 0,Win,Football,UNLV,UNLV
73693,Air Force,30-Oct-1999,27 - 20,Win,Football,BYU,Air Force
73694,San Diego State,7-Nov-1999,30 - 7,Win,Football,SDSU,SDSU
73695,Wyoming,13-Nov-1999,17 - 31,Loss,Football,Wyoming,Wyoming
73696,Utah,20-Nov-1999,17 - 20,Loss,Football,BYU,Utah
73697,No. 11 Marshall,27-Dec-1999,3 - 21,Loss,Football,Neutral,
73698,Georgia Tech,29-Aug-2003,24 - 13,Win,Football,BYU,Georgia Tech
73699,No. 4 USC,6-Sep-2003,18 - 35,Loss,Football,USC,USC
73700,Boise State,31-Oct-2003,12 - 50,Loss,Football,BYU,Boise State
73701,Stanford,20-Sep-2003,14 - 18,Loss,Football,BYU,Stanford
73702,Notre Dame,15-Nov-2003,14 - 33,Loss,Football,Notre Dame,Notre Dame
73703,Notre Dame,5-Sep-2004,20 - 17,Win,Football,BYU,Notre Dame
73704,No. 1 USC,19-Sep-2004,10 - 42,Loss,Football,BYU,USC
73705,No. 21 Boise State,25-Sep-2004,27 - 28,Loss,Football,Boise State,Boise State
73706,Colorado State,3-Oct-2004,31 - 21,Win,Football,Colorado State,Colorado State
73707,Alabama,5-Sep-1998,31 - 38,Loss,Football,Alabama,Alabama
73708,No. 14 Arizona State,12-Sep-1998,26 - 6,Win,Football,BYU,Arizona State
73709,No. 9 Washington,19-Sep-1998,10 - 20,Loss,Football,Washington,Washington
73710,Murray State,26-Sep-1998,43 - 9,Win,Football,BYU,Murray State
73711,Fresno State,3-Oct-1998,21 - 31,Loss,Football,Fresno State,Fresno State
73712,UNLV,10-Oct-1998,38 - 14,Win,Football,BYU,UNLV
73713,Hawai'i,17-Oct-1998,31 - 9,Win,Football,Hawai'i,Hawai'i
73714,San Jose State,24-Oct-1998,46 - 43,Win,Football,BYU,San Jose State
73715,San Diego State,29-Oct-1998,13 - 0,Win,Football,BYU,SDSU
73716,New Mexico,7-Nov-1998,46 - 21,Win,Football,BYU,New Mexico
73717,UTEP,14-Nov-1998,31 - 14,Win,Football,UTEP,UTEP
73718,Utah,21-Nov-1998,26 - 24,Win,Football,Utah,Utah
73719,No. 17 Air Force,5-Dec-1998,13 - 20,Loss,Football,UNLV,Air Force
73720,No. 10 Tulane,31-Dec-1998,27 - 41,Loss,Football,Memphis,Tulane
73721,No. 4 Washington,6-Sep-1997,20 - 42,Loss,Football,BYU,Washington
73722,No. 14 Arizona State,20-Sep-1997,13 - 10,Win,Football,Arizona State,Arizona State
73723,SMU,27-Sep-1997,19 - 16,Win,Football,SMU,SMU
73724,Utah State,3-Oct-1997,42 - 35,Win,Football,BYU,Utah State
73725,Rice,11-Oct-1997,14 - 27,Loss,Football,Rice,Rice
73726,Hawai\'i,18-Oct-1997,17 - 3,Win,Football,BYU,Hawai'i
73727,TCU,25-Oct-1997,31 - 10,Win,Football,BYU,TCU
73728,UTEP,1-Nov-1997,3 - 14,Loss,Football,UTEP,UTEP
73729,Tulsa,8-Nov-1997,49 - 39,Win,Football,BYU,Tulsa
73730,New Mexico,15-Nov-1997,28 - 38,Loss,Football,New Mexico,New Mexico
73731,Utah,22-Nov-1997,14 - 20,Loss,Football,BYU,Utah
73732,No. 13/12 Texas A&M,24-Aug-1996,41 - 37,Win,Football,BYU,Texas A&M
73733,Arkansas State,1-Sep-1996,58 - 9,Win,Football,BYU,
73734,Washington,14-Sep-1996,17 - 29,Loss,Football,Washington,Washington
73735,New Mexico,21-Sep-1996,17 - 14,Win,Football,BYU,New Mexico
73736,SMU,28-Sep-1996,31 - 3,Win,Football,BYU,SMU
73737,Utah State,5-Oct-1996,45 - 17,Win,Football,Utah State,Utah State
73738,UNLV,12-Oct-1996,63 - 28,Win,Football,BYU,UNLV
73739,Tulsa,20-Oct-1996,55 - 30,Win,Football,Tulsa,Tulsa
73740,TCU,26-Oct-1996,45 - 21,Win,Football,TCU,TCU
73741,UTEP,2-Nov-1996,40 - 18,Win,Football,BYU,UTEP
73742,Rice,9-Nov-1996,49 - 0,Win,Football,BYU,Rice
73743,Hawai'i,17-Nov-1996,45 - 14,Win,Football,Hawai'i,Hawai'i
73744,No. 20 Wyoming,7-Dec-1996,28 - 25,Win,Football,UNLV,Wyoming
73745,No. 14 Kansas State,1-Jan-1997,19 - 15,Win,Football,Neutral,Kansas State
73746,Utah,23-Nov-1996,37 - 17,Win,Football,Utah,Utah
73747,No. 23 Oregon State,31-Jan-2003,3 - 5,Loss,Softball,Dixie State,Oregon State
73748,Southern Utah,31-Jan-2003,12 - 8,Win,Softball,Dixie State,Southern Utah
73749,Cal Poly,1-Feb-2003,6 - 7,Loss,Softball,Dixie State,Cal Poly
73750,Saint Mary's,1-Feb-2003,9 - 0,Win,Softball,Dixie State,Saint Mary's
73751,Alumni Meet,19-Oct-2002,0 - 0,Unknown,M Swimming & Diving,BYU,BYU
73752,BYU Alumni Invitational,8-Sep-2002,0 - 0,Unknown,W Cross Country,BYU,BYU
73753,BYU Autumn Classic,15-Sep-2002,,1st,W Cross Country,BYU,
73754,Great American Cross Country Festival,28-Sep-2002,0 - 0,1st,W Cross Country,NC State,NC State
73755,Arizona State Invitational,11-Oct-2002,0 - 0,1st,W Cross Country,Arizona State,Arizona State
73756,Pre-Nationals,19-Oct-2002,0 - 0,1st,W Cross Country,Indiana State,Indiana State
73757,Mountain West Conference Championships,1-Nov-2002,0 - 0,1st,W Cross Country,,
73758,NCAA Mountain Region Championships,16-Nov-2002,0 - 0,1st,W Cross Country,,
73759,NCAA Championships,25-Nov-2002,0 - 0,1st,W Cross Country,,
73760,McNeese State,14-Feb-2003,7 - 1,Win,Softball,Texas A&M,McNeese State
73761,No. 24 Texas A&M,14-Feb-2003,1 - 9,Loss,Softball,Texas A&M,Texas A&M
73762,McNeese State,15-Feb-2003,2 - 1,Win,Softball,Texas A&M,McNeese State
73763,No. 24 Texas A&M,15-Feb-2003,2 - 0,Win,Softball,Texas A&M,Texas A&M
73764,UC Santa Barbara,20-Feb-2003,7 - 4,Win,Softball,UC Santa Barbara,UC Santa Barbara
73765,San Diego,21-Feb-2003,2 - 1,Win,Softball,UC Santa Barbara,San Diego
73766,Cal State Northridge,21-Feb-2003,7 - 2,Win,Softball,UC Santa Barbara,CSUN
73767,Kansas,22-Feb-2003,2 - 4,Loss,Softball,UC Santa Barbara,Kansas
73768,Cal Poly,23-Feb-2003,11 - 2,Win,Softball,UC Santa Barbara,Cal Poly
73769,No. 12 Stanford,18-Jan-2003,3 - 2,Win,M Volleyball,Stanford,Stanford
73770,No. 12 Stanford,19-Jan-2003,3 - 2,Win,M Volleyball,Stanford,Stanford
73771,No. 15 Pacific,21-Jan-2003,2 - 3,Loss,M Volleyball,Pacific,Pacific
73772,No. 15 Pacific,22-Jan-2003,3 - 2,Win,M Volleyball,Pacific,Pacific
73773,BYU Invitational Tournament,2-Oct-2002,,Unknown,M Tennis,BYU,
73774,All American Championships,10-Oct-2002,0 - 0,Unknown,M Tennis,,Opp
73775,ITA Region VII Championships,23-Oct-2002,0 - 0,Unknown,M Tennis,,Opp
73776,Rolex Intercollegiate Indoor,7-Nov-2002,0 - 0,Unknown,M Tennis,,Opp
73777,Region VII Team Indoor,15-Nov-2002,0 - 0,Unknown,M Tennis,,Opp
73778,Loyola Marymount,23-Jan-2003,4 - 3,Win,M Tennis,Loyola Marymount,Loyola Marymount
73779,UC Irvine,24-Jan-2003,3 - 4,Loss,M Tennis,,
73780,USC,25-Jan-2003,0 - 7,Loss,M Tennis,USC,USC
73781,New Mexico St.,1-Feb-2003,5 - 2,Win,M Tennis,BYU,New Mexico State
73782,Oregon,1-Feb-2003,2 - 5,Loss,M Tennis,BYU,Oregon
73783,Utah State,1-Mar-2003,6 - 1,Win,M Tennis,BYU,Utah State
73784,University of Denver,8-Mar-2003,4 - 3,Win,M Tennis,BYU,Denver
73785,UC Santa Barbara,15-Mar-2003,0 - 0,Unknown,M Tennis,UC Santa Barbara,UC Santa Barbara
73786,University of the Pacific,22-Mar-2003,5 - 2,Win,M Tennis,Pacific,Pacific
73787,UC Berkeley,24-Mar-2003,0 - 5,Loss,M Tennis,Cal,Cal
73788,Stanford,26-Mar-2003,0 - 7,Loss,M Tennis,Stanford,Stanford
73789,Boise St.,28-Mar-2003,2 - 5,Loss,M Tennis,Boise State,Boise State
73790,Fresno St.,29-Mar-2003,3 - 4,Loss,M Tennis,Fresno State,Fresno State
73791,Utah,3-Apr-2003,4 - 3,Win,M Tennis,BYU,Utah
73792,No. 7 UCLA,1-Feb-2003,3 - 0,Win,M Volleyball,BYU,UCLA
73793,No. 7 UCLA,2-Feb-2003,3 - 0,Win,M Volleyball,BYU,UCLA
73794,UC San Diego,8-Feb-2003,3 - 0,Win,M Volleyball,BYU,UCSD
73795,UC San Diego,9-Feb-2003,3 - 1,Win,M Volleyball,BYU,UCSD
73796,No. 14 UC Santa Barbara,15-Feb-2003,3 - 0,Win,M Volleyball,UC Santa Barbara,UC Santa Barbara
73797,No. 14 UC Santa Barbara,16-Feb-2003,0 - 3,Loss,M Volleyball,UC Santa Barbara,UC Santa Barbara
73798,No. 2 Hawai'i,21-Feb-2003,3 - 0,Win,M Volleyball,BYU,Hawai'i
73799,No. 2 Hawai'i,22-Feb-2003,1 - 3,Loss,M Volleyball,BYU,Hawai'i
73800,USC,1-Mar-2003,3 - 0,Win,M Volleyball,USC,USC
73801,USC,2-Mar-2003,3 - 0,Win,M Volleyball,USC,USC
73802,No. 10 Penn State,8-Mar-2003,3 - 1,Win,M Volleyball,BYU,Penn State
73803,No. 10 Penn State,9-Mar-2003,2 - 3,Loss,M Volleyball,BYU,Penn State
73804,No. 7 UC Irvine,15-Mar-2003,3 - 1,Win,M Volleyball,BYU,
73805,No. 7 UC Irvine,16-Mar-2003,3 - 2,Win,M Volleyball,BYU,
73806,No. 10 CS Northridge,22-Mar-2003,3 - 0,Win,M Volleyball,CSUN,CSUN
73807,No. 10 CS Northridge,23-Mar-2003,1 - 3,Loss,M Volleyball,CSUN,CSUN
73808,No. 4 Long Beach State,29-Mar-2003,3 - 1,Win,M Volleyball,BYU,Long Beach State
73809,No. 4 Long Beach State,30-Mar-2003,3 - 0,Win,M Volleyball,BYU,Long Beach State
73810,No. 1 Pepperdine,12-Apr-2003,3 - 2,Win,M Volleyball,Pepperdine,Pepperdine
73811,Pacific Invitational,25-Oct-2002,0 - 0,Unknown,M Swimming & Diving,,
73812,No. 1 Pepperdine,13-Apr-2003,0 - 3,Loss,M Volleyball,Pepperdine,Pepperdine
73813,Utah,17-Jan-2003,195 - 197,2nd,W Gymnastics,Utah,Utah
73814,Boise State,25-Jan-2003,196 - 194,1st,W Gymnastics,BYU,Boise State
73815,Kentucky,31-Jan-2003,192 - 194,2nd,W Gymnastics,Kentucky,Kentucky
73816,Cat Classic,7-Feb-2003,193 - 195,4th,W Gymnastics,Missouri,
73817,Boise State,14-Feb-2003,196 - 196,2nd,W Gymnastics,Boise State,Boise State
73818,Utah State,21-Feb-2003,196 - 196,2nd,W Gymnastics,Utah State,Utah State
73819,Kentucky,28-Feb-2003,197 - 192,1st,W Gymnastics,BYU,Kentucky
73820,"Utah State, SUU, CMU",7-Mar-2003,195 - 196,2nd,W Gymnastics,BYU,Southern Utah
73821,Oregon State,15-Mar-2003,197 - 195,1st,W Gymnastics,BYU,Oregon State
73822,Missouri,21-Mar-2003,196 - 195,1st,W Gymnastics,BYU,Missouri
73823,Southern Utah,24-Mar-2003,196 - 195,1st,W Gymnastics,Southern Utah,Southern Utah
73824,Utah,28-Mar-2003,196 - 197,2nd,W Gymnastics,BYU,Utah
73825,NCAA Regionals,12-Apr-2003,192 - 0,6th,W Gymnastics,,Opp
73826,Utah,2-Nov-2002,0 - 0,Unknown,M Swimming & Diving,BYU,Utah
73827,BYU Alumni Invitational,8-Sep-2002,0 - 0,1st,M Cross Country,BYU,BYU
73828,Autumn Classic,14-Sep-2002,,2nd,M Cross Country,BYU,
73829,Griak Invitational,28-Sep-2002,0 - 0,4th,M Cross Country,Minnesota,Minnesota
73830,Pre-Nationals,19-Oct-2002,,3rd,M Cross Country,Indiana State,Indiana State
73831,MWC Championships,1-Nov-2002,,1st,M Cross Country,BYU,
73832,NCAA Mountain Regional Meet,16-Nov-2002,,3rd,M Cross Country,New Mexico,
73833,NCAA National Meet,25-Nov-2002,,16th,M Cross Country,Indiana State,
73834,UNLV - Florida State,23-Nov-2002,0 - 0,Unknown,M Swimming & Diving,UNLV,UNLV
73835,Speedo Cup Invitational,5-Dec-2002,0 - 0,Unknown,M Swimming & Diving,,Opp
73836,Washington,11-Jan-2003,0 - 0,Unknown,M Swimming & Diving,BYU,Washington
73837,Air Force,25-Jan-2003,0 - 0,Unknown,M Swimming & Diving,BYU,Air Force
